class_id,class_name,collection_id,collection_description,property_id,property,property_description,filename,used
2,Generator,1,Generator objects,194,Min Capacity Factor Year,Minimum capacity factor in year,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,197,Max Starts,Maximum number of starts allowed,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,198,Max Starts Hour,Maximum number of starts allowed in a hour,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,199,Max Starts Day,Maximum number of starts allowed in a day,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,200,Max Starts Week,Maximum number of starts allowed in a week,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,201,Max Starts Month,Maximum number of starts allowed in a month,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,202,Max Starts Year,Maximum number of starts allowed in a year,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,204,Energy Scalar,Scalar applied to generator energy limits and energy implied by capacity factor constraints,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,205,Max Heat Withdrawal,Maximum amount of heat that can be withdrawn from the storage,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,206,Max Heat Withdrawal Hour,Maximum amount of heat that can be withdrawn from the storage in a hour,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,207,Max Heat Withdrawal Day,Maximum amount of heat that can be withdrawn from the storage in a day,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,208,Max Heat Withdrawal Week,Maximum amount of heat that can be withdrawn from the storage in a week,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,209,Max Heat Withdrawal Month,Maximum amount of heat that can be withdrawn from the storage in a month,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,210,Max Heat Withdrawal Year,Maximum amount of heat that can be withdrawn from the storage in a year,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,211,Max Heat Injection,Maximum amount of heat that can be injected into the storage,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,212,Max Heat Injection Hour,Maximum amount of heat that can be injected into the storage in a hour,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,213,Max Heat Injection Day,Maximum amount of heat that can be injected into the storage in a day,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,214,Max Heat Injection Week,Maximum amount of heat that can be injected into the storage in a week,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,215,Max Heat Injection Month,Maximum amount of heat that can be injected into the storage in a month,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,216,Max Heat Injection Year,Maximum amount of heat that can be injected into the storage in a year,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,217,Min Heat Withdrawal,Amount of heat that must be withdrawn from storage,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,218,Min Heat Withdrawal Hour,Amount of heat that must be withdrawn from storage each hour,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,219,Min Heat Withdrawal Day,Amount of heat that must be withdrawn from storage each day,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,220,Min Heat Withdrawal Week,Amount of heat that must be withdrawn from storage each week,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,221,Min Heat Withdrawal Month,Amount of heat that must be withdrawn from storage each month,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,222,Min Heat Withdrawal Year,Amount of heat that must be withdrawn from storage each year,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,223,Min Heat Injection,Amount of heat that must be injected into the storage,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,224,Min Heat Injection Hour,Amount of heat that must be injected into the storage each hour,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,225,Min Heat Injection Day,Amount of heat that must be injected into the storage each day,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,226,Min Heat Injection Week,Amount of heat that must be injected into the storage each week,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,227,Min Heat Injection Month,Amount of heat that must be injected into the storage each month,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,228,Min Heat Injection Year,Amount of heat that must be injected into the storage each year,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,251,Risk Level,Risk level for risk-constrained optimization,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,260,Forced Outage Rate,Expected proportion of time the facility is unavailable due to forced outage,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,262,Forced Outage,Capacity lost to forced outage,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,263,Units Out,Number of units out of service,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,264,Maintenance Rate,Expected proportion of time the facility is unavailable due to maintenance,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,265,Maintenance Frequency,Frequency of maintenance outages in an annual time frame,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,266,Min Time Between Maintenance,Minimum time between maintenance events,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,267,Min Total Maintenance Percent,Minimum percent of total maintenance scheduled within the time frame,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,268,Max Total Maintenance Percent,Maximum percent of total maintenance scheduled within the time frame,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,269,Maintenance,Capacity lost to maintenance,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,271,Outage Factor,Unit outage rating based on the unit capacity,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,273,Initial Operating Hours,Hours the unit has been operating since the last forced outage,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,274,Mean Time to Repair,Mean time to repair,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,275,Min Time To Repair,Minimum time to repair,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,276,Max Time To Repair,Maximum time to repair,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,282,Lead Time,Number of years after which the expansion project can begin,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,285,Technical Life,Technical lifetime of the unit,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,286,WACC,Weighted average cost of capital,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,287,Levelized Capital Carrying Rate,Levelized capital carrying rate,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,288,Economic Life,Economic life of the unit (period over which fixed costs are recovered).,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,289,Max Units Built,Maximum number of units automatically constructed in aggregate over the planning horizon,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,290,Max Units Retired,Maximum number of units automatically retired in aggregate over the planning horizon,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,291,Min Units Built,Minimum number of units automatically constructed in aggregate over the planning horizon,2024 ISP Green Energy Exports Model,True
2,Generator,1,Generator objects,292,Min Units Retired,Minimum number of units automatically retired in aggregate over the planning horizon,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,293,Max Units Built in Year,Maximum number of units automatically constructed in any single year of the planning horizon,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,294,Max Units Retired in Year,Maximum number of units automatically retired in any single year of the planning horizon,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,295,Min Units Built in Year,Minimum number of units automatically constructed in any single year of the planning horizon,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,296,Min Units Retired in Year,Minimum number of units automatically retired in any single year of the planning horizon,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,297,Build Set Size,Expansion must occur in sets of this many units where zero indicates any set size,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,298,Hint Units Built,Capacity expansion solution to be passed to the optimizer as a hint or initial solution,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,303,Unit Commitment Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,305,Pump Unit Commitment Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,307,Generation Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,309,Pump Load Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,2024 ISP Green Energy Exports Model,False
2,Generator,109,set of generators that produce the emission,1126,Removal Rate,Proportion of emissions removed (scrubbed),2024 ISP Green Energy Exports Model,False
2,Generator,128,set of generators the abatement technology is connected to,1175,Generation Participation Factor,Proportion of generator emissions that feed into the abatement technology,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1315,Initial Pump Load Raise Provision,Pump load raise reserve provision at time zero,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1316,Initial Raise Provision,Generator raise reserve provision at time zero,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1317,Max Response,Maximum spinning reserve response,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1318,Max Sync Cond Response,Maximum synchronous condenser reserve response,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1319,Max Pump Response,Maximum dispatchable pump load reserve response,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1320,Max Replacement,Maximum replacement (non-spinning) reserve capability,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1321,Max Response Factor,Maximum spinning reserve response as a proportion of generation capacity,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1322,Max Sync Cond Response Factor,Maximum synchronous condenser reserve response as a proportion of generation capacity,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1323,Max Pump Response Factor,Maximum dispatchable pump load reserve response as a proportion of pump load,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1324,Max Replacement Factor,Maximum replacement (non-spinning) reserve capability as a proportion of generation capacity,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1325,Min Provision,Minimum reserve provision when generator is available,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1326,Min Spinning Provision,Minimum spinning reserve provision when units are generating,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1327,Min Regulation Provision,Minimum regulation reserve provision when units are in the regulation range,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1328,Min Replacement Provision,Minimum replacement reserve provision when units are off-line,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1329,Effectiveness,Estimated reserve effectiveness (MW/MW),2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1330,Response Ratio,Ratio that converts energy ramping to units comparable to reserve ramping units,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1331,Offer Quantity,Reserve offer quantity in offer band,2024 ISP Green Energy Exports Model,False
2,Generator,157,set of generators that provide the reserve,1335,Replacement Offer Quantity,Replacement reserve offer quantity in offer band,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,5,Hydro Efficiency Optimality,Controls when integers are used to enforce multi-band hydro efficiency functions to dispatch in order,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,11,Fixed Load Global,If [Fixed Load] applies across all units or unit-by-unit,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,12,Min Load Global,If [Min Load] applies across all units or unit-by-unit,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,28,Balance Period,Frequency of storage balance,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,45,LCCR Apply Discounting,If the discount rate should be applied to the LCCR,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,24,Declining Depreciation Balance,Balance applied to declining depreciation method,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,31,Recycle Penalty,Penalty for violating the recycling constraint.,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,35,Decomposition Penalty a,Decomposition storage target penalty function 'a' term.,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,36,Decomposition Penalty b,Decomposition storage target penalty function 'b' term.,2024 ISP Green Energy Exports Model,False
2,Generator,1,Generator objects,37,Decomposition Penalty c,Decomposition storage target penalty function 'c' term.,2024 ISP Green Energy Exports Model,False
