Generator,eff_base_only,eff_with_incr
TA112-6,1.0,1.0
Tallawarra B,1.3236591822220753,0.3293312367047989
TALWA1,3.7741500670101416,0.5150000000133627
Tamworth Solar Farm,1.0,1.0
TARALGA1,1.0,1.0
TARONG#1,5.651491365777081,0.39100000001357643
TARONG#2,5.651491365777081,0.39100000001357643
TARONG#3,5.651491365777081,0.39100000001357643
TARONG#4,5.651491365777081,0.39100000001357643
TAS Biomass,2.71356783919598,0.2072542837349525
TAS CCGT,3.7741497909914603,0.4966026027723539
TAS CCGT with CCS,3.7741497909914603,0.4016441879311814
TAS H2 Reciprocating Engine,1.0,0.3076108039750152
TAS OCGT Large,1.3236592434912804,0.3293315522272893
TAS OCGT Small,1.323659513352528,0.3532794708979026
TB2SF1,1.0,1.0
TBSF1,1.0,1.0
Tilbuster Solar Farm,1.0,1.0
TNPS1,5.651491365777081,0.41599999999260445
TORRB1,4.671426764031312,0.33600000000896
TORRB2,4.671426764031312,0.33600000000896
TORRB3,4.671426764031312,0.33600000000896
TORRB4,4.671426764031312,0.33600000000896
TR111-1,1.0,1.0
TR111-2,1.0,1.0
TR112-3,1.0,1.0
TR112-4,1.0,1.0
TRIBUTE,1.0,1.0
TU111-1,1.0,1.0
TU112-2,1.0,1.0
TU113-3,1.0,1.0
TU114-4,1.0,1.0
TU115-5,1.0,1.0
TUMUT1_01,1.0,1.0
TUMUT1_02,1.0,1.0
TUMUT1_03,1.0,1.0
TUMUT1_04,1.0,1.0
TUMUT2_01,1.0,1.0
TUMUT2_02,1.0,1.0
TUMUT2_03,1.0,1.0
TUMUT2_04,1.0,1.0
TUMUT3_01,1.0,1.0
TUMUT3_02,1.0,1.0
TUMUT3_03,1.0,1.0
TUMUT3_04,1.0,1.0
TUMUT3_05,1.0,1.0
TUMUT3_06,1.0,1.0
TVCC201_GT,1.4642395579727128,0.3324999999965365
TVCC201_ST,1.0,0.2419475654771221
TVPP104,1.323659182552477,0.2830000000840596
URANQ11,1.379476135843955,0.326220996040969
URANQ12,1.379476135843955,0.326220996040969
URANQ13,1.379476135843955,0.326220996040969
URANQ14,1.379476135843955,0.326220996040969
Uungula Wind Farm,1.0,1.0
V0_CST_VIC,1.0,1.0
V0_SAT_VIC,1.0,1.0
V0_WH_VIC,1.0,1.0
V0_WM_VIC,1.0,1.0
V1_CST_Ovens Murray,1.0,1.0
V1_SAT_Ovens Murray,1.0,1.0
V1_WH_Ovens Murray,1.0,1.0
V1_WM_Ovens Murray,1.0,1.0
V2_Augmentation 1,1.0,1.0
V2_Augmentation 2,1.0,1.0
V2_Augmentation 3,1.0,1.0
V2_Augmentation 4,1.0,1.0
V2_CST_Murray River,1.0,1.0
V2_SAT_Murray River,1.0,1.0
V2_WH_Murray River,1.0,1.0
V2_WM_Murray River,1.0,1.0
V3-EAST_Augmentation 1,1.0,1.0
V3-EAST_Augmentation 2,1.0,1.0
V3-EAST_Augmentation 3,1.0,1.0
V3-WEST_Augmentation 1,1.0,1.0
V3-WEST_Augmentation 2,1.0,1.0
V3_CST_Western VIC,1.0,1.0
V3_SAT_Western VIC,1.0,1.0
V3_WH_Western VIC,1.0,1.0
V3_WM_Western VIC,1.0,1.0
V4_CST_South West Victoria,1.0,1.0
V4_SAT_South West Victoria,1.0,1.0
V4_WH_South West Victoria,1.0,1.0
V4_WM_South West Victoria,1.0,1.0
V5_CST_Gippsland,1.0,1.0
V5_SAT_Gippsland,1.0,1.0
V5_WH_Gippsland,1.0,1.0
V5_WM_Gippsland,1.0,1.0
V6_Augmentation 1,1.0,1.0
V6_Augmentation 2,1.0,1.0
V6_CST_Central North VIC,1.0,1.0
V6_SAT_Central North VIC,1.0,1.0
V6_WH_Central North VIC,1.0,1.0
V6_WM_Central North VIC,1.0,1.0
V7_WFL_Gippsland Coast,1.0,1.0
V7_WFX_Gippsland Coast,1.0,1.0
V8_WFL_Portland Coast,1.0,1.0
V8_WFX_Portland Coast,1.0,1.0
VIC Biomass,2.71356783919598,0.2072542837349525
VIC CCGT,3.7741497909914603,0.4966026027723539
VIC CCGT with CCS,3.7741497909914603,0.4016441879311814
VIC H2 Reciprocating Engine,1.0,0.3076108039750152
VIC OCGT Large,1.3236592434912804,0.3293315522272893
VIC OCGT Small,1.323659513352528,0.3532794708979026
VP5,5.65149136577708,0.37199999999380007
VP6,5.65149136577708,0.37199999999380007
VPGS1,1.3236591819483137,0.2420000000626511
VPGS2,1.3236591819483137,0.2420000000626511
VPGS3,1.3236591819483137,0.2420000000626511
VPGS4,1.3236591819483137,0.2420000000626511
VPGS5,1.3236591819483137,0.2420000000626511
VPGS6,1.3236591819483137,0.2420000000626511
W/HOE#1,1.0,1.0
W/HOE#2,1.0,1.0
WAGGNSF1,1.0,1.0
Wambo Wind Farm,1.0,1.0
WANDSF1,1.0,1.0
WARWSF1,1.0,1.0
WARWSF2,1.0,1.0
WATERLWF,1.0,1.0
WAUBRAWF,1.0,1.0
WDGPH1,1.0,1.0
WELLSF1,1.0,1.0
WELNSF1,1.0,1.0
WEMENSF1,1.0,1.0
WGWF1,1.0,1.0
WHITSF1,1.0,1.0
WI111-1,1.0,1.0
Wind_NSW_LS,1.0,1.0
Wind_QLD_LS,1.0,1.0
Wind_SA_LS,1.0,1.0
Wind_TAS_LS,1.0,1.0
Wind_VIC_LS,1.0,1.0
WINTSF1,1.0,1.0
WKIEWA1_1,1.0,1.0
WKIEWA1_2,1.0,1.0
WKIEWA2_1,1.0,1.0
WKIEWA2_2,1.0,1.0
WLWLSF1,1.0,1.0
WLWLSF2,1.0,1.0
WOLARSF1,1.0,1.0
WOODLWN1,1.0,1.0
WOOLGSF1,1.0,1.0
WOOLNTH1,1.0,1.0
Woolsthorpe Wind Farm,1.0,1.0
WPWF,1.0,1.0
WRSF1,1.0,1.0
WRWF1,1.0,1.0
WSTWYSF1,1.0,1.0
WUNUSF1,1.0,1.0
WY111-1,1.0,1.0
WY111-2,1.0,1.0
WY111-3,1.0,1.0
WYASF1,1.0,1.0
YABULU,1.3988945159828268,0.31081967213484174
YABULU2,1.0,0.2367745005354379
YAMBUKWF,1.0,1.0
YARANSF1,1.0,1.0
YARWUN_1,3.774150067709563,0.3469999999891188
YATSF1,1.0,1.0
YENDWF1,1.0,1.0
YSWF1,1.0,1.0
YWPS1,4.883247747311308,0.25900000007266394
YWPS2,4.883247747311308,0.25900000007266394
YWPS3,4.883247748068326,0.25900000007479346
YWPS4,4.883247748068326,0.25900000007479346
