class_id,class_name,collection_id,collection_description,property_id,property,property_description,filename,used
2,Generator,1,Generator objects,221,Project Start Date,"Start date of generation project, for expansion planning.",mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,222,Commission Date,Date the generator was commissioned for use with [Technical Life],mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,2,Random Number Seed,Random number seed assigned to the generator for the generation of outages,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,4,Max Heat Rate Tranches,Maximum number of tranches in the fuel function piecewise linear approximation.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,13,Rounding Up Threshold,Threshold at which non-integers are rounded up.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,21,Internal Volume Scalar,Storage volume scaling factor used internal to the mathematical program.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,29,Decomposition Bound Penalty,Penalty applied to violation of storage bounds when the decomposition implies possible violations.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,31,Units,Number of installed units,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,33,Min Stable Level,Minimum stable generation level,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,34,Min Stable Factor,Minimum stable generation level as a proportion of [Max Capacity],mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,36,Load Point,Load point for use with multi-point heat rate.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,45,Start Cost,Cost of starting a unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,46,Start Cost Time,Incremental cooling time over which the corresponding Start Cost applies,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,47,Run Up Rate,Ramp rate that applies while running the unit up from zero to [Min Stable Level].,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,50,Shutdown Cost,Cost of shutting down a unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,51,Run Down Rate,Ramp rate that applies while running the unit down from [Min Stable Level] to zero.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,55,Rating Factor,Maximum dispatchable capacity of each unit expressed as a percentage of [Max Capacity],mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,56,Min Up Time,Minimum number of hours a unit must be run after being started,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,57,Min Down Time,Minimum number of hours a unit must be off after being shut down,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,58,Max Up Time,Maximum number of hours a unit can be run after being started,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,59,Must-Run Units,Number of must-run units,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,62,Min Load,Minimum level of station load (must run/run of river),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,64,Max Load,Maximum level of unit load (unit may provide spinning reserve with remainder of spare capacity),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,65,Commit,Number of units that should be committed,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,66,Fuel Mix Penalty,Penalty applied to violations of fuel mixing constraints,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,69,Max Ramp Up,Maximum ramp up rate,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,71,Max Ramp Down,Maximum ramp down rate,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,73,Rough Running Point,Start point of rough running range,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,74,Rough Running Range,Length of rough running range (must be paired with Rough Running Point),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,75,Regulation Point,Start point of regulation reserve range,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,76,Regulation Range,Length of regulation reserve range (must be paired with Regulation Point),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,77,Max Energy,Maximum energy,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,78,Max Energy Hour,Maximum energy in hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,79,Max Energy Day,Maximum energy in day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,80,Max Energy Week,Maximum energy in week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,81,Max Energy Month,Maximum energy in month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,82,Max Energy Year,Maximum energy in year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,83,Min Energy,Minimum energy,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,84,Min Energy Hour,Minimum energy in hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,85,Min Energy Day,Minimum energy in day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,86,Min Energy Week,Minimum energy in week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,87,Min Energy Month,Minimum energy in month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,88,Min Energy Year,Minimum energy in year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,89,Max Capacity Factor,Maximum capacity factor in the interval,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,90,Max Capacity Factor Hour,Maximum capacity factor in hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,91,Max Capacity Factor Day,Maximum capacity factor in day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,92,Max Capacity Factor Week,Maximum capacity factor in week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,93,Max Capacity Factor Month,Maximum capacity factor in month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,94,Max Capacity Factor Year,Maximum capacity factor in year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,95,Min Capacity Factor,Minimum capacity factor in the interval,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,96,Min Capacity Factor Hour,Minimum capacity factor in hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,97,Min Capacity Factor Day,Minimum capacity factor in day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,98,Min Capacity Factor Week,Minimum capacity factor in week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,99,Min Capacity Factor Month,Minimum capacity factor in month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,100,Min Capacity Factor Year,Minimum capacity factor in year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,103,Max Starts,Maximum number of starts allowed,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,104,Max Starts Hour,Maximum number of starts allowed in a hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,105,Max Starts Day,Maximum number of starts allowed in a day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,106,Max Starts Week,Maximum number of starts allowed in a week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,107,Max Starts Month,Maximum number of starts allowed in a month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,108,Max Starts Year,Maximum number of starts allowed in a year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,110,Energy Scalar,Scalar applied to generator energy limits and energy implied by capacity factor constraints,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,111,Aux Fixed,Fixed auxiliary usage per installed unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,112,Aux Base,Auxiliary use per unit committed,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,113,Aux Incr,Auxiliary use per unit of generation,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,114,Marginal Loss Factor,Transmission marginal loss factor (MLF or TLF),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,116,Unit Commitment Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,118,Pump Unit Commitment Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,120,Generation Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,122,Pump Load Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,125,Pump Efficiency,Efficiency of pumping,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,126,Pump Load,Load drawn by a unit in pumping mode,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,127,Pump Units,Number of pump units,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,128,Min Pump Load,Minimum unit load while pumping,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,129,Must Pump Units,Number of pump units that must be running in pump mode,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,130,Max Units Pumping,Maximum number of units allowed to be running in pump mode.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,135,Sync Cond Units,Maximum number of synchronous condenser units,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,136,Must-run Sync Cond Units,Number of must-run synchronous condenser units,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,137,Sync Cond Load,Load drawn by a unit in synchronous condenser mode,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,140,Initial Generation,Generation at time zero,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,141,Initial Units Generating,Number of units generating at time zero,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,142,Initial Hours Up,Hours the unit has been up for at time zero,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,143,Initial Hours Down,Hours the unit has been down for at time zero,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,144,Last Start State,Number of hours the unit had been down before the last start,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,156,Opening Heat,Initial heat in the storage,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,159,Max Heat Withdrawal,Maximum amount of heat that can be withdrawn from the storage,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,160,Max Heat Withdrawal Hour,Maximum amount of heat that can be withdrawn from the storage in a hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,161,Max Heat Withdrawal Day,Maximum amount of heat that can be withdrawn from the storage in a day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,162,Max Heat Withdrawal Week,Maximum amount of heat that can be withdrawn from the storage in a week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,163,Max Heat Withdrawal Month,Maximum amount of heat that can be withdrawn from the storage in a month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,164,Max Heat Withdrawal Year,Maximum amount of heat that can be withdrawn from the storage in a year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,165,Max Heat Injection,Maximum amount of heat that can be injected into the storage,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,166,Max Heat Injection Hour,Maximum amount of heat that can be injected into the storage in a hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,167,Max Heat Injection Day,Maximum amount of heat that can be injected into the storage in a day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,168,Max Heat Injection Week,Maximum amount of heat that can be injected into the storage in a week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,169,Max Heat Injection Month,Maximum amount of heat that can be injected into the storage in a month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,170,Max Heat Injection Year,Maximum amount of heat that can be injected into the storage in a year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,171,Min Heat Withdrawal,Amount of heat that must be withdrawn from storage,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,172,Min Heat Withdrawal Hour,Amount of heat that must be withdrawn from storage each hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,173,Min Heat Withdrawal Day,Amount of heat that must be withdrawn from storage each day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,174,Min Heat Withdrawal Week,Amount of heat that must be withdrawn from storage each week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,175,Min Heat Withdrawal Month,Amount of heat that must be withdrawn from storage each month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,176,Min Heat Withdrawal Year,Amount of heat that must be withdrawn from storage each year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,177,Min Heat Injection,Amount of heat that must be injected into the storage,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,178,Min Heat Injection Hour,Amount of heat that must be injected into the storage each hour,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,179,Min Heat Injection Day,Amount of heat that must be injected into the storage each day,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,180,Min Heat Injection Week,Amount of heat that must be injected into the storage each week,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,181,Min Heat Injection Month,Amount of heat that must be injected into the storage each month,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,182,Min Heat Injection Year,Amount of heat that must be injected into the storage each year,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,208,Units Out,Number of units out of service,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,209,Maintenance Rate,Maintenance rate,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,210,Maintenance Frequency,Frequency of maintenance outages in an annual time frame,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,211,Forced Outage Rate,Forced outage rate,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,214,Mean Time to Repair,Mean time to repair,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,215,Min Time To Repair,Minimum time to repair,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,216,Max Time To Repair,Maximum time to repair,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,223,Technical Life,Technical lifetime of the unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,224,WACC,Weighted average cost of capital,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,225,Economic Life,Economic life of the unit (period over which fixed costs are recovered).,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,226,Max Units Built,Maximum number of units automatically constructed in aggregate over the planning horizon,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,227,Max Units Retired,Maximum number of units automatically retired in aggregate over the planning horizon,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,228,Min Units Built,Minimum number of units automatically constructed in aggregate over the planning horizon,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,229,Min Units Retired,Minimum number of units automatically retired in aggregate over the planning horizon,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,230,Max Units Built in Year,Maximum number of units automatically constructed in any single year of the planning horizon,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,231,Max Units Retired in Year,Maximum number of units automatically retired in any single year of the planning horizon,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,232,Min Units Built in Year,Minimum number of units automatically constructed in any single year of the planning horizon,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,233,Min Units Retired in Year,Minimum number of units automatically retired in any single year of the planning horizon,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,234,Build Set Size,Expansion must occur in sets of this many units where zero indicates any set size,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,77,set of generators that produce the emission,1293,Removal Rate,Proportion of emissions removed (scrubbed),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,80,set of generators the abatement technology is connected to,1305,Generation Participation Factor,Proportion of generator emissions that feed into the abatement technology,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1318,Max Response,Maximum reserve response,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1319,Max Sync Cond Response,Maximum synchronous condenser reserve response,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1320,Max Pump Response,Maximum dispatchable pump load reserve response,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1321,Max Replacement,Maximum replacement (non-spinning) reserve capability,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1322,Max Response Factor,Maximum reserve response as a proportion of generation capacity,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1323,Max Sync Cond Response Factor,Maximum synchronous condenser reserve response as a proportion of generation capacity,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1324,Max Pump Response Factor,Maximum dispatchable pump load reserve response as a proportion of pump load,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1325,Max Replacement Factor,Maximum replacement (non-spinning) reserve capability as a proportion of generation capacity,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1326,Min Provision,Minimum reserve provision when generator is available,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1327,Min Spinning Provision,Minimum spinning reserve provision when units are generating,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1328,Min Regulation Provision,Minimum regulation reserve provision when units are in the regulation range,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1329,Min Replacement Provision,Minimum replacement reserve provision when units are off-line,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1330,Effectiveness,Estimated reserve effectiveness (MW/MW),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1331,Response Ratio,Ratio that converts energy ramping to units comparable to reserve ramping units,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1332,Offer Quantity,Reserve offer quantity in offer band,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,92,set of generators that provide the reserve,1336,Replacement Offer Quantity,Replacement reserve offer quantity in offer band,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,16,Declining Depreciation Balance,Balance applied to declining depreciation method,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,23,Recycle Penalty,Penalty for violating the recycling constraint.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,25,Decomposition Penalty a,Decomposition storage target penalty function 'a' term.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,26,Decomposition Penalty b,Decomposition storage target penalty function 'b' term.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,27,Decomposition Penalty c,Decomposition storage target penalty function 'c' term.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,28,Decomposition Penalty x,Decomposition storage target penalty function 'x' term.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,32,Max Capacity,Maximum generating capacity of each unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,35,Fuel Price,Fuel price (when not using Fuels collection),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,37,Heat Rate,Average heat rate (total fuel divided by total generation),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,38,Heat Rate Base,Constant term in fuel use function (no-load cost),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,39,Heat Rate Incr,First-order polynomial term in unit fuel use function (marginal heat rate),mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,40,Heat Rate Incr2,Second-order polynomial term in unit fuel use function,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,41,Heat Rate Incr3,Third-order polynomial term in unit fuel use function,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,42,VO&M Charge,Variable operation and maintenance charge,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,43,UoS Charge,Use of system charge for generation,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,44,Running Cost,Fixed cost of running a generating unit when on-line,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,48,Start Profile,Detailed regime for running the unit up from zero to [Min Stable Level] when [Run Up Rate] is non-constant.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,49,Start Penalty,Penalty applied to starting a unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,52,Shutdown Profile,Detailed regime for running the unit down from [Min Stable Level] when [Run Down Rate] is non-constant.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,53,Shutdown Penalty,Penalty applied to shutting down a unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,54,Rating,Maximum dispatchable capacity of each unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,60,Fixed Load,Fixed load,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,61,Fixed Load Penalty,Penalty for violation of [Fixed Load].,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,63,Min Load Penalty,Penalty for violation of [Min Load].,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,67,Ramp Up Charge,Charge applied to ramping up,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,68,Ramp Down Charge,Charge applied to ramping down,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,70,Max Ramp Up Penalty,Penalty for violating [Max Ramp Up] constraint.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,72,Max Ramp Down Penalty,Penalty for violating [Max Ramp Down] constraint.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,101,Max Energy Penalty,Penalty applied to violations of [Max Energy] and [Max Capacity Factor] constraints.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,102,Min Energy Penalty,Penalty applied to violations of [Min Energy] and [Min Capacity Factor] constraints.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,109,Max Starts Penalty,Penalty applied to violations of [Max Starts] constraints.,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,115,Unit Commitment Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,117,Pump Unit Commitment Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,119,Generation Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,121,Pump Load Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,123,Efficiency Base,Flow rate at notional zero load for hydro unit,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,124,Efficiency Incr,Efficiency of hydro generation,mti-118-mt-da-rt-reserves-all-generators,False
2,Generator,1,Generator objects,131,Fixed Pump Load,Fixed pump load,mti-118-mt-da-rt-reserves-all-generators,False
