class_id,class_name,collection_id,collection_description,property_id,property,property_description,filename,used
34,Heat Storage,385,Heat Plant objects,2270,Unit Commitment Optimality,Unit commitment integerization scheme for the Heat Plant.,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2271,Expansion Optimality,Expansion planning integerization scheme.,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2296,Project Start Date,"Start date of gas node project, for expansion planning.",CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2272,Integerization Horizon,Number of years over which the expansion decisions are integerized,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2273,Units,Number of Heat Plant units in service,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2278,Load Point,Load point for use with multi-point heat rate.,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2279,Heat Rate,Average heat rate (total fuel divided by total heat production),CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2280,Heat Rate Base,Constant term in fuel use function (no-load cost),CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2281,Heat Rate Incr,First-order polynomial term in unit fuel use function (marginal heat rate),CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2282,Start Cost,Cost of starting a unit,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2283,Start Cost Time,Incremental cooling time over which the corresponding Start Cost applies,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2284,Run Up Rate,Ramp rate that applies while running the unit up from zero to [Min Stable Level].,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2286,Min Up Time,Minimum number of hours a unit must be run after being started,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2287,Min Down Time,Minimum number of hours a unit must be off after being shut down,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2288,Max Up Time,Maximum number of hours a unit can be run after being started,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2289,Max Down Time,Maximum number of hours a unit can be off after being shut down,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2290,Max Ramp Up,Maximum ramp up rate,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2291,Max Ramp Down,Maximum ramp down rate,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2292,Min Stable Level,Minimum stable Heat Production level,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2294,Max Units Built,Maximum number of units automatically constructed in aggregate over the planning horizon,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2295,Lead Time,Number of years after which the expansion project can begin,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2297,Technical Life,Technical lifetime of the Heat Plant,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2299,WACC,Weighted average cost of capital,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2300,Economic Life,Economic life of the Heat Plant (period over which fixed costs are recovered).,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2301,Min Units Built,Minimum number of units automatically constructed in aggregate over the planning horizon,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2302,Max Units Built in Year,Maximum number of units automatically constructed in any single year of the planning horizon,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2303,Min Units Built in Year,Minimum number of units automatically constructed in any single year of the planning horizon,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2304,Max Units Retired,Maximum number of units automatically retired in aggregate over the planning horizon,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2306,Min Units Retired,Minimum number of units automatically retired in aggregate over the planning horizon,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2307,Max Units Retired in Year,Maximum number of units automatically retired in any single year of the planning horizon,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2308,Min Units Retired in Year,Minimum number of units automatically retired in any single year of the planning horizon,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2274,Max Capacity,Maximum heat production,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2275,Efficiency Base,Heat production no-load efficiency,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2276,Efficiency Incr,Heat production efficiency,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2277,VO&M Charge,Variable operation and maintenance charge,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2285,Start Profile,Detailed regime for running the unit up from zero to [Min Stable Level] when [Run Up Rate] is non-constant.,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2293,FO&M Charge,Annual fixed operation and maintenance charge,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2298,Build Cost,Cost of building a unit,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2305,Retirement Cost,Cost of retiring the Heat Plant,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2309,Build Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2310,Retire Non-anticipativity,Price for violating non-anticipativity constraints in scenario-wise decomposition mode,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2311,x,Value to pass-through to solution,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2312,y,Value to pass-through to solution,CAISOSA25 20250505,False
34,Heat Storage,385,Heat Plant objects,2313,z,Value to pass-through to solution,CAISOSA25 20250505,False
35,Gas Field,397,Heat Node objects,2333,Allow Dump Heat,Model Heat Node [Dump Heat] in the mathematical program.,CAISOSA25 20250505,False
35,Gas Field,397,Heat Node objects,2334,Allow Unserved Heat,Model Heat Node [Unserved Heat] in the mathematical program.,CAISOSA25 20250505,False
35,Gas Field,15,set of heat nodes collecting waste heat from the generator,376,Participation Factor,Proportion sent to the node,CAISOSA25 20250505,False
35,Gas Field,392,set of heat nodes the heat plant receives from,2325,Participation Factor,Proportion sent to the node,CAISOSA25 20250505,False
35,Gas Field,397,Heat Node objects,2335,Units,Number of Heat Node units in service,CAISOSA25 20250505,False
35,Gas Field,400,set of node heat is exported to,2340,Participation Factor,Proportion sent to the node,CAISOSA25 20250505,False
35,Gas Field,70,The set of heat nodes the facility supplies,789,Ratio,Proportion of this facility's output that gets injected to this Heat Node,CAISOSA25 20250505,False
35,Gas Field,397,Heat Node objects,2336,Heat Demand,Heat demand at the node,CAISOSA25 20250505,False
35,Gas Field,397,Heat Node objects,2337,x,Value to pass-through to solution,CAISOSA25 20250505,False
35,Gas Field,397,Heat Node objects,2338,y,Value to pass-through to solution,CAISOSA25 20250505,False
35,Gas Field,397,Heat Node objects,2339,z,Value to pass-through to solution,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2351,End Effects Method,Method used to value or constrain end-of-period heat volumes,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2352,Decomposition Method,Method used to pass the optimal storage trajectory from one simulation phase to the next,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2358,Expansion Optimality,Expansion planning integerization scheme.,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2402,Project Start Date,"Start date of heat storage project, for expansion planning.",CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2407,Retirement Storage,Indicates if the heat storage is eligible for retirement planning,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2357,Decomposition Bound Penalty,Penalty applied to violation of storage bounds when the decomposition implies possible violations,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2359,Integerization Horizon,Number of years over which the expansion decisions are integerized,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2360,Units,Number of Heat Storage units in service,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2364,Heat Injection Efficiency,Efficiency of heat injection,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2365,Heat Withdrawal Efficiency,Efficiency of heat withdrawal,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2368,Initial Heat,Initial heat in the storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2370,Max Heat Injection,Maximum amount of heat that can be injected into the storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2371,Max Heat Injection Hour,Maximum amount of heat that can be injected into the storage in a hour,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2372,Max Heat Injection Day,Maximum amount of heat that can be injected into the storage in a day,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2373,Max Heat Injection Week,Maximum amount of heat that can be injected into the storage in a week,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2374,Max Heat Injection Month,Maximum amount of heat that can be injected into the storage in a month,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2375,Max Heat Injection Year,Maximum amount of heat that can be injected into the storage in a year,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2376,Min Heat Injection,Amount of heat that must be injected into the storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2377,Min Heat Injection Hour,Amount of heat that must be injected into the storage each hour,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2378,Min Heat Injection Day,Amount of heat that must be injected into the storage each day,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2379,Min Heat Injection Week,Amount of heat that must be injected into the storage each week,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2380,Min Heat Injection Month,Amount of heat that must be injected into the storage each month,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2381,Min Heat Injection Year,Amount of heat that must be injected into the storage each year,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2382,Max Heat Withdrawal,Maximum amount of heat that can be withdrawn from the storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2383,Max Heat Withdrawal Hour,Maximum amount of heat that can be withdrawn from the storage in a hour,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2384,Max Heat Withdrawal Day,Maximum amount of heat that can be withdrawn from the storage in a day,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2385,Max Heat Withdrawal Week,Maximum amount of heat that can be withdrawn from the storage in a week,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2386,Max Heat Withdrawal Month,Maximum amount of heat that can be withdrawn from the storage in a month,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2387,Max Heat Withdrawal Year,Maximum amount of heat that can be withdrawn from the storage in a year,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2388,Min Heat Withdrawal,Amount of heat that must be withdrawn from storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2389,Min Heat Withdrawal Hour,Amount of heat that must be withdrawn from storage each hour,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2390,Min Heat Withdrawal Day,Amount of heat that must be withdrawn from storage each day,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2391,Min Heat Withdrawal Week,Amount of heat that must be withdrawn from storage each week,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2392,Min Heat Withdrawal Month,Amount of heat that must be withdrawn from storage each month,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2393,Min Heat Withdrawal Year,Amount of heat that must be withdrawn from storage each year,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2394,Target,Storage target per interval,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2395,Target Hour,End of hour storage target,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2396,Target Day,End of day storage target,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2397,Target Week,end of week storage target,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2398,Target Month,End of month storage target,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2399,Target Year,End of year storage target,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2401,Lead Time,Number of years after which the expansion project can begin,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2403,Technical Life,Technical lifetime of the heat storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2405,WACC,Weighted average cost of capital,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2406,Economic Life,Economic life of the heat storage (period over which fixed costs are recovered).,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2409,Max Units Built,Maximum number of units automatically constructed in aggregate over the planning horizon,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2410,Max Units Retired,Maximum number of units automatically retired in aggregate over the planning horizon,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2411,Min Units Built,Minimum number of units automatically constructed in aggregate over the planning horizon,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2412,Min Units Retired,Minimum number of units automatically retired in aggregate over the planning horizon,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2413,Max Units Built in Year,Maximum number of units automatically constructed in any single year of the planning horizon,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2414,Max Units Retired in Year,Maximum number of units automatically retired in any single year of the planning horizon,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2415,Min Units Built in Year,Minimum number of units automatically constructed in any single year of the planning horizon,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2416,Min Units Retired in Year,Minimum number of units automatically retired in any single year of the planning horizon,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2350,Balance Period,Frequency of balancing the Heat Storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2353,Decomposition Penalty a,Decomposition storage target penalty function 'a' term,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2354,Decomposition Penalty b,Decomposition storage target penalty function 'b' term,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2355,Decomposition Penalty c,Decomposition storage target penalty function 'c' term,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2356,Decomposition Penalty x,Decomposition storage target penalty function 'x' term,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2361,Max Heat,Maximum heat allowed in storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2362,Min Heat,Minimum heat allowed in storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2363,Heat Loss,Rate at which heat is lost from storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2366,Heat Injection Charge,Incremental cost of injecting heat into the storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2367,Heat Withdrawal Charge,Incremental cost of withdrawing heat from the storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2369,Dump Heat Penalty,Penalty applied to dump heat from the storage. A value of -1 means dump is not allowed.,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2400,Target Penalty,Penalty for violating the target,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2404,Build Cost,Cost of building the heat storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2408,Retirement Cost,Cost of retiring the heat storage,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2417,Build Non-anticipativity,Price for violating build non-anticipativity constraints,CAISOSA25 20250505,False
36,Gas Plant,407,Heat Storage objects,2418,Retire Non-anticipativity,Price for violating retire non-anticipativity constraints,CAISOSA25 20250505,False
36,Gas Plant,71,The set of Heat Storages connected to Power2X,790,Ratio,Proportion of this facility's output that gets injected to this Heat Storage,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2435,End Effects Method,Method used to value or constrain end-of-period gas volumes.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2437,Decomposition Method,Method used to pass the optimal storage trajectory from one simulation phase to the next.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2443,Enforce Bounds,If the storage bounds are enforced.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2445,Repair Time Distribution,"Distribution used to generate repair times (Auto,Constant,Uniform,Triangular,Exponential,Weibull,Lognormal,SEV,LEV)",CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2446,Expansion Optimality,Expansion planning integerization scheme.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2448,Use Additive Ratchet,If additive ratchet use is enforced.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2449,Model Capital Cost Recovery,Indicates if capital cost recovery feature is modeled for expansion planning,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2456,Reset Production Volumes,If the production volumes should be reset in the current period.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2506,Project Start Date,"Start date of gas field project, for expansion planning.",CAISOSA25 20250505,False
37,Gas Pipeline,138,set of gas fields the abatement technology is connected to,1330,Production Participation Factor,Proportion of gas field emissions that feed into the abatement technology,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2434,Internal Volume Scalar,Storage volume scaling factor used internal to the mathematical program.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2442,Decomposition Bound Penalty,Penalty applied to violation of storage bounds when the decomposition implies possible violations.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2444,Random Number Seed,Random number seed assigned to the pipeline for the generation of outages,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2447,Integerization Horizon,Number of years over which the expansion decisions are integerized,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2450,Units,Flag if the Gas Field is in service,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2451,Initial Volume,Initial volume of gas in the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2454,Production Volume,Volume of gas in Production Cost band,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2455,Production Tranches,Number of production tranches to generate (must be > 1 to auto-generate),CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2462,Loss Rate,"Rate of loss due to leakage, etc",CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2467,Heat Value,Heat value of gas produced by the Gas Field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2468,Max Ramp,Maximum rate of change in gas field per interval,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2469,Max Ramp Hour,Maximum rate of change in gas field in an hour,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2470,Max Ramp Day,Maximum rate of change in gas field in a day,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2471,Max Ramp Week,Maximum rate of change in gas field in a week,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2472,Max Ramp Month,Maximum rate of change in gas field in a month,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2473,Max Ramp Year,Maximum rate of change in gas field in a year,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2474,Max Production,Maximum production of gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2475,Max Production Hour,Maximum hourly production of gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2476,Max Production Day,Maximum production of gas from the field in any day,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2477,Max Production Week,Maximum production of gas from the field in any week,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2478,Max Production Month,Maximum production of gas from the field in any month,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2479,Max Production Year,Maximum production of gas from the field in any year,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2480,Min Production,Minimum production of gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2481,Min Production Hour,Minimum hourly production of gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2482,Min Production Day,Minimum daily production of gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2483,Min Production Week,Minimum weekly production of gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2484,Min Production Month,Minimum monthly production of gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2485,Min Production Year,Minimum annual production of gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2486,Target,Gas Field Target,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2487,Target Hour,End of hour gas field target,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2488,Target Day,End of day gas field target,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2489,Target Week,End of week gas field target,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2490,Target Month,End of month gas field target,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2491,Target Year,End of year gas field target,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2493,Min Production Target Percent,Min Production Target Percent for gas fields,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2494,Max Production Target Percent,Max Production Target Percent for gas fields,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2495,Forced Outage Rate,Expected proportion of time the facility is unavailable due to forced outage,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2496,Maintenance Rate,Expected proportion of time the facility is unavailable due to maintenance,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2497,Maintenance Frequency,Frequency of maintenance outages in an annual time frame,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2499,Mean Time to Repair,Mean time to repair,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2500,Min Time To Repair,Minimum time to repair,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2501,Max Time To Repair,Maximum time to repair,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2504,Max Units Built,Binary indicating if this is a build candidate,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2505,Lead Time,Number of years after which the expansion project can begin,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2507,Technical Life,Technical lifetime of the gas field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2509,WACC,Weighted average cost of capital,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2510,Economic Life,Economic life of the gas field (period over which fixed costs are recovered).,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2511,Max Units Built in Year,Binary indicating if build is allowed in this year,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2433,Balance Period,Frequency of storage balance,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2466,Ratchet Type,Indicates how the gas field ratchets are represented,CAISOSA25 20250505,False
37,Gas Pipeline,119,set of Gas Fields that produce the Emission,1289,Production Rate,Emissions produced from one unit of gas produced from the gas field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2436,Recycle Penalty,Penalty for violating the recycling constraint.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2438,Decomposition Penalty a,Decomposition storage target penalty function 'a' term.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2439,Decomposition Penalty b,Decomposition storage target penalty function 'b' term.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2440,Decomposition Penalty c,Decomposition storage target penalty function 'c' term.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2441,Decomposition Penalty x,Decomposition storage target penalty function 'x' term.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2452,Production Cost,Incremental cost of extracting gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2453,Dispatch Production Cost,Incremental dispatch cost of extracting gas from the field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2461,FO&M Charge,Annual fixed operation and maintenance charge,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2492,Target Penalty,Penalty for violating the target,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2498,Outage Max Production,Field Max Production during the outage,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2502,Repair Time Shape,"Repair time function shape parameter (for Weibull,lognormal)",CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2503,Repair Time Scale,"Repair time function scale parameter (for exponential,Weibull,lognormal,SEV,LEV)",CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2508,Build Cost,Cost of developing the gas field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2512,Recovery Price Adder,Capital cost recovery price adder to include in the MT and ST phases,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2513,Recovered Capital Cost,Recovered capital cost by Gas Field production,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2457,Withdrawal Ratchet,Maximum amount of gas that can be withdrawn from the field in any interval when defining a gas field ratchet.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2459,Withdrawal Volume Factor,Gas withdrawal factor for gas field.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2463,Carrying Rate,Carrying rate for gas field per year,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2464,Initial Inventory Price,Price linked to initial inventory,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2465,Inventory Charge,Charge per unit of inventory each day,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2458,Withdrawal Rate Scalar,Maximum amount of gas that can be withdrawn from the field.,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2460,External Injection,External injection into the gas field,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2514,x,Value to pass-through to solution,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2515,y,Value to pass-through to solution,CAISOSA25 20250505,False
37,Gas Pipeline,413,Gas Field objects,2516,z,Value to pass-through to solution,CAISOSA25 20250505,False
38,Gas Node,422,Gas Plant objects,2534,Repair Time Distribution,"Distribution used to generate repair times (Auto,Constant,Uniform,Triangular,Exponential,Weibull,Lognormal,SEV,LEV)",CAISOSA25 20250505,False
38,Gas Node,422,Gas Plant objects,2535,Expansion Optimality,Expansion planning integerization scheme.,CAISOSA25 20250505,False
38,Gas Node,422,Gas Plant objects,2537,Model Capital Cost Recovery,Indicates if capital cost recovery feature is modeled for expansion planning,CAISOSA25 20250505,False
38,Gas Node,422,Gas Plant objects,2538,Include in Capacity Payments,If this gas plant receives capacity payments.,CAISOSA25 20250505,False
38,Gas Node,422,Gas Plant objects,2643,Project Start Date,"Start date of gas node project, for expansion planning.",CAISOSA25 20250505,False
38,Gas Node,139,set of gas plants the abatement technology is connected to,1331,Production Participation Factor,Proportion of gas plant emissions that feed into the abatement technology,CAISOSA25 20250505,False
38,Gas Node,422,Gas Plant objects,2533,Random Number Seed,Random number seed assigned to the Plant for the generation of outages,CAISOSA25 20250505,False
38,Gas Node,422,Gas Plant objects,2536,Integerization Horizon,Number of years over which the expansion decisions are integerized,CAISOSA25 20250505,False
