class_id,class_name,collection_id,collection_description,property_id,property,property_description,filename,used
2,Generator,1,Generator objects,193,Min Heat Injection,Amount of heat that must be injected into the storage,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,194,Min Heat Injection Hour,Amount of heat that must be injected into the storage each hour,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,195,Min Heat Injection Day,Amount of heat that must be injected into the storage each day,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,196,Min Heat Injection Week,Amount of heat that must be injected into the storage each week,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,197,Min Heat Injection Month,Amount of heat that must be injected into the storage each month,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,198,Min Heat Injection Year,Amount of heat that must be injected into the storage each year,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,227,Units Out,Number of units out of service due to maintenance,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,228,Maintenance,Capacity lost to maintenance,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,229,Forced Outage,Capacity lost to forced outage,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,230,Maintenance Rate,Maintenance rate,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,231,Maintenance Frequency,Frequency of maintenance outages in an annual time frame,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,232,Forced Outage Rate,Forced outage rate,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,233,Outage Factor,Unit outage rating based on the unit capacity,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,236,Initial Operating Hours,Hours the unit has been operating since the last forced outage,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,237,Mean Time to Repair,Mean time to repair,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,238,Min Time To Repair,Minimum time to repair,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,239,Max Time To Repair,Maximum time to repair,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,245,Lead Time,Number of years after which the expansion project can begin,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,248,Technical Life,Technical lifetime of the unit,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,249,WACC,Weighted average cost of capital,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,250,Levelized Capital Carrying Rate,Levelized capital carrying rate,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,251,Economic Life,Economic life of the unit (period over which fixed costs are recovered).,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,252,Max Units Built,Maximum number of units automatically constructed in aggregate over the planning horizon,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,253,Max Units Retired,Maximum number of units automatically retired in aggregate over the planning horizon,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,254,Min Units Built,Minimum number of units automatically constructed in aggregate over the planning horizon,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,255,Min Units Retired,Minimum number of units automatically retired in aggregate over the planning horizon,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,256,Max Units Built in Year,Maximum number of units automatically constructed in any single year of the planning horizon,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,257,Max Units Retired in Year,Maximum number of units automatically retired in any single year of the planning horizon,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,258,Min Units Built in Year,Minimum number of units automatically constructed in any single year of the planning horizon,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,259,Min Units Retired in Year,Minimum number of units automatically retired in any single year of the planning horizon,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,260,Build Set Size,Expansion must occur in sets of this many units where zero indicates any set size,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,263,Unit Commitment Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,265,Pump Unit Commitment Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,267,Generation Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,269,Pump Load Non-anticipativity Time,Window of time over which to enforce non-anticipativity constraints in scenario-wise decomposition,CAISOIRP23Stochastic 20240517,False
2,Generator,34,set of generators that produce the emission,396,Removal Rate,Proportion of emissions removed (scrubbed),CAISOIRP23Stochastic 20240517,False
2,Generator,42,set of generators the abatement technology is connected to,423,Generation Participation Factor,Proportion of generator emissions that feed into the abatement technology,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,615,Initial Pump Load Raise Provision,Pump load raise reserve provision at time zero,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,616,Initial Raise Provision,Generator raise reserve provision at time zero,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,617,Max Response,Maximum reserve response,CAISOIRP23Stochastic 20240517,True
2,Generator,73,set of generators that provide the reserve,618,Max Sync Cond Response,Maximum synchronous condenser reserve response,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,619,Max Pump Response,Maximum dispatchable pump load reserve response,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,620,Max Replacement,Maximum replacement (non-spinning) reserve capability,CAISOIRP23Stochastic 20240517,True
2,Generator,73,set of generators that provide the reserve,621,Max Response Factor,Maximum reserve response as a proportion of generation capacity,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,622,Max Sync Cond Response Factor,Maximum synchronous condenser reserve response as a proportion of generation capacity,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,623,Max Pump Response Factor,Maximum dispatchable pump load reserve response as a proportion of pump load,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,624,Max Replacement Factor,Maximum replacement (non-spinning) reserve capability as a proportion of generation capacity,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,625,Min Provision,Minimum reserve provision when generator is available,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,626,Min Spinning Provision,Minimum spinning reserve provision when units are generating,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,627,Min Regulation Provision,Minimum regulation reserve provision when units are in the regulation range,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,628,Min Replacement Provision,Minimum replacement reserve provision when units are off-line,CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,629,Effectiveness,Estimated reserve effectiveness (MW/MW),CAISOIRP23Stochastic 20240517,False
2,Generator,73,set of generators that provide the reserve,630,Response Ratio,Ratio that converts energy ramping to units comparable to reserve ramping units,CAISOIRP23Stochastic 20240517,True
2,Generator,73,set of generators that provide the reserve,631,Offer Quantity,Reserve offer quantity in offer band,CAISOIRP23Stochastic 20240517,True
2,Generator,73,set of generators that provide the reserve,635,Replacement Offer Quantity,Replacement reserve offer quantity in offer band,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,10,Min Load Global,If [Min Load] applies across all units or unit-by-unit,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,23,Balance Period,Frequency of storage balance,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,19,Declining Depreciation Balance,Balance applied to declining depreciation method,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,26,Recycle Penalty,Penalty for violating the recycling constraint.,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,28,Decomposition Penalty a,Decomposition storage target penalty function 'a' term.,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,29,Decomposition Penalty b,Decomposition storage target penalty function 'b' term.,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,30,Decomposition Penalty c,Decomposition storage target penalty function 'c' term.,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,31,Decomposition Penalty x,Decomposition storage target penalty function 'x' term.,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,37,Max Capacity,Maximum generating capacity of each unit,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,40,Fuel Price,Fuel price (when not using Fuels collection),CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,42,Heat Rate,Average heat rate (total fuel divided by total generation),CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,43,Heat Rate Base,Constant term in fuel use function (no-load cost),CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,44,Heat Rate Incr,First-order polynomial term in unit fuel use function (marginal heat rate),CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,45,Heat Rate Incr2,Second-order polynomial term in unit fuel use function,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,46,Heat Rate Incr3,Third-order polynomial term in unit fuel use function,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,47,VO&M Charge,Variable operation and maintenance charge,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,48,UoS Charge,Use of system charge for generation,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,49,Running Cost,Fixed cost of running a generating unit when on-line,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,53,Start Profile,Detailed regime for running the unit up from zero to [Min Stable Level] when [Run Up Rate] is non-constant.,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,54,Start Penalty,Penalty applied to starting a unit,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,57,Shutdown Profile,Detailed regime for running the unit down from [Min Stable Level] when [Run Down Rate] is non-constant.,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,58,Shutdown Penalty,Penalty applied to shutting down a unit,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,59,Rating,Maximum dispatchable capacity of each unit,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,66,Fixed Load,Fixed load,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,67,Fixed Load Penalty,Penalty for violation of [Fixed Load].,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,69,Min Load Penalty,Penalty for violation of [Min Load].,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,75,Ramp Up Charge,Charge applied to ramping up,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,76,Max Ramp Up Penalty,Penalty for violating [Max Ramp Up] constraint.,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,79,Ramp Down Charge,Charge applied to ramping down,CAISOIRP23Stochastic 20240517,False
2,Generator,1,Generator objects,80,Max Ramp Down Penalty,Penalty for violating [Max Ramp Down] constraint.,CAISOIRP23Stochastic 20240517,True
2,Generator,1,Generator objects,89,Efficiency Base,Flow rate at notional zero load for hydro unit,CAISOIRP23Stochastic 20240517,False
